codigo_ibge,microrregiao,atividade,descricao,grupo_vab,variavel_sidra,ano,vab_micro_mil_reais,vab_sc_mil_reais,vab_brasil_mil_reais,peso_micro_brasil,peso_micro_sc,peso_sc_brasil
42002,Chapecó,5980,"Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,6100,Telecomunicações,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,6280,Desenvolvimento de sistemas e outros serviços de informação,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,6480,"Intermediação financeira, seguros e previdência complementar",servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,6800,Atividades imobiliárias,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,6980,"Atividades jurídicas, contábeis, consultoria e sedes de empresas ",servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,7180,"Serviços de arquitetura, engenharia, testes/análises técnicas e P & D",servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,7380,"Outras atividades profissionais, científicas e técnicas",servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,7700,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,7880,Outras atividades administrativas e serviços complementares,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,8000,"Atividades de vigilância, segurança e investigação",servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
42002,Chapecó,8400,"Administração pública, defesa e seguridade social",administracao_publica,525,2015,1796970.0,28534686.0,885587000.0,0.00202912870220543,0.06297493513683662,0.03222121146764801
42002,Chapecó,8591,Educação pública,administracao_publica,525,2015,1796970.0,28534686.0,885587000.0,0.00202912870220543,0.06297493513683662,0.03222121146764801
42002,Chapecó,8592,Educação privada,servicos,6575,2015,6356584.0,108382198.0,2850260000.0,0.002230176896142808,0.058649705554043106,0.03802537242216499
